1223134360.127426, $GPGGA,135538.60,4530.37044717,N,00910.00239678,E,2,6,2.3,138.505,M,48.022,M,0.6,0000*7
1223134360.136419, $GPGST,135538.60,5.390,3.831,1.181,277.7,3.800,1.277,3.930*5
1223134360.327374, $GPGGA,135538.80,4530.37044955,N,00910.00239588,E,2,6,2.3,138.517,M,48.022,M,0.8,0000*7
1223134360.336313, $GPGST,135538.80,5.390,3.831,1.181,277.7,3.800,1.277,3.930*5
1223134360.532280, $GPGGA,135539.00,4530.37043475,N,00910.00233768,E,2,6,2.3,138.473,M,48.022,M,1.0,0000*7
1223134360.541243, $GPGST,135539.00,5.371,3.815,1.176,277.7,3.784,1.272,3.916*5
1223134360.730207, $GPGGA,135539.20,4530.37232182,N,00909.99758645,E,2,5,2.4,129.738,M,48.022,M,1.2,0000*7
1223134360.740205, $GPGST,135539.20,0.194,0.142,0.070,272.8,0.142,0.070,0.162*5
1223134360.927132, $GPGGA,135539.40,4530.37230291,N,00909.99753814,E,2,5,2.4,129.728,M,48.022,M,0.4,0000*7
1223134360.937128, $GPGST,135539.40,0.194,0.142,0.070,272.8,0.142,0.070,0.162*5
1223134361.127057, $GPGGA,135539.60,4530.37229125,N,00909.99751810,E,2,5,2.4,129.730,M,48.022,M,0.6,0000*7
1223134361.137070, $GPGST,135539.60,0.194,0.142,0.070,272.8,0.142,0.070,0.162*5
1223134361.326983, $GPGGA,135539.80,4530.37228769,N,00909.99751496,E,2,5,2.4,129.720,M,48.022,M,0.8,0000*7
1223134361.336997, $GPGST,135539.80,0.194,0.142,0.070,272.8,0.142,0.070,0.162*5
1223134361.530951, $GPGGA,135540.00,4530.37227278,N,00909.99747607,E,2,5,2.4,129.727,M,48.022,M,1.0,0000*7
1223134361.540919, $GPGST,135540.00,0.182,0.133,0.066,272.8,0.133,0.066,0.152*5
1223134361.726834, $GPGGA,135540.20,4530.37225375,N,00909.99741532,E,2,5,2.4,129.740,M,48.022,M,1.2,0000*7
1223134361.736849, $GPGST,135540.20,0.182,0.133,0.066,272.8,0.133,0.066,0.152*5
1223134361.926841, $GPGGA,135540.40,4530.37224565,N,00909.99738022,E,2,5,2.4,129.735,M,48.022,M,0.4,0000*7
1223134361.936773, $GPGST,135540.40,0.182,0.133,0.066,272.8,0.133,0.066,0.152*5
1223134362.126734, $GPGGA,135540.60,4530.37223835,N,00909.99734846,E,2,5,2.4,129.746,M,48.022,M,0.6,0000*7
1223134362.136701, $GPGST,135540.60,0.182,0.133,0.066,272.8,0.133,0.066,0.152*5
1223134362.327669, $GPGGA,135540.80,4530.37222727,N,00909.99731804,E,2,5,2.4,129.733,M,48.022,M,0.8,0000*7
1223134362.336630, $GPGST,135540.80,0.182,0.133,0.066,272.8,0.133,0.066,0.152*5
1223134362.531559, $GPGGA,135541.00,4530.37222702,N,00909.99726287,E,2,5,2.4,129.744,M,48.022,M,1.0,0000*7
1223134362.541572, $GPGST,135541.00,0.195,0.143,0.071,272.8,0.143,0.071,0.163*5
1223134362.727524, $GPGGA,135541.20,4530.37220394,N,00909.99720759,E,2,5,2.4,129.713,M,48.022,M,1.2,0000*7
1223134362.737494, $GPGST,135541.20,0.195,0.143,0.071,272.8,0.143,0.071,0.163*5
1223134362.927449, $GPGGA,135541.40,4530.37220228,N,00909.99716570,E,2,5,2.4,129.750,M,48.022,M,0.4,0000*7
1223134362.937462, $GPGST,135541.40,0.195,0.143,0.071,272.8,0.143,0.071,0.163*5
1223134363.127417, $GPGGA,135541.60,4530.37217626,N,00909.99711772,E,2,5,2.4,129.742,M,48.022,M,0.6,0000*7
1223134363.137340, $GPGST,135541.60,0.195,0.143,0.071,272.8,0.143,0.071,0.163*5
1223134363.327302, $GPGGA,135541.80,4530.37216094,N,00909.99705364,E,2,5,2.4,129.730,M,48.022,M,0.8,0000*7
1223134363.337268, $GPGST,135541.80,0.195,0.143,0.071,272.8,0.143,0.071,0.163*5
1223134363.532283, $GPGGA,135542.00,4530.37215868,N,00909.99700733,E,2,5,2.4,129.759,M,48.022,M,1.0,0000*7
1223134363.541713, $GPGST,135542.00,0.169,0.124,0.061,272.7,0.124,0.061,0.141*5
