1235647058.758913,-0.000041,0.000075,-0.001690
1235647058.892893,0.000478,0.001077,-0.019981
1235647058.958865,0.005319,0.001054,-0.050661
1235647059.025850,0.018788,0.001242,-0.082144
1235647059.092838,0.041490,0.002503,-0.112306
1235647059.159834,0.069283,0.004473,-0.141286
1235647059.225805,0.103970,0.003067,-0.170316
1235647059.292791,0.147104,0.000280,-0.201951
1235647059.359792,0.192701,-0.004989,-0.233809
1235647059.426777,0.238952,-0.013113,-0.262526
1235647059.492747,0.282224,-0.021297,-0.282002
1235647059.626732,0.355069,-0.049158,-0.306908
1235647059.759687,0.422025,-0.084223,-0.338411
1235647059.893673,0.493434,-0.108728,-0.371995
1235647060.026629,0.570239,-0.127331,-0.404542
1235647060.160612,0.641309,-0.148841,-0.436067
1235647060.293569,0.701528,-0.184440,-0.462071
1235647060.627509,0.911496,-0.292799,-0.463833
1235647060.760466,0.995285,-0.330126,-0.444152
1235647061.161392,1.205485,-0.429854,-0.421413
1235647061.294422,1.280352,-0.457377,-0.402806
1235647061.361432,1.314148,-0.469068,-0.384092
1235647061.428804,1.347346,-0.478324,-0.356838
1235647061.494300,1.379724,-0.489398,-0.320220
1235647061.561522,1.414033,-0.502275,-0.277643
1235647061.628285,1.449204,-0.515996,-0.238359
1235647061.695694,1.486262,-0.527165,-0.200683
1235647061.761359,1.522536,-0.533295,-0.163835
1235647061.828242,1.559237,-0.537155,-0.124084
1235647061.895292,1.592287,-0.539716,-0.083939
1235647061.961198,1.626281,-0.541779,-0.048541
1235647062.028196,1.661557,-0.544468,-0.022647
1235647062.161153,1.736765,-0.541234,0.008713
1235647062.228153,1.775429,-0.537250,0.030365
1235647062.295137,1.816139,-0.534292,0.055654
1235647062.361111,1.854964,-0.531604,0.076841
1235647062.428167,1.893036,-0.529996,0.096880
1235647062.495091,1.928483,-0.527917,0.119190
1235647062.562079,1.966170,-0.524245,0.144416
1235647062.628052,2.003111,-0.518505,0.169417
1235647062.695034,2.039526,-0.511574,0.192449
1235647062.762032,2.077585,-0.504802,0.213503
1235647062.829018,2.116169,-0.496247,0.235025
1235647062.899183,2.157226,-0.484305,0.259452
1235647062.961979,2.195665,-0.471218,0.279254
1235647063.028973,2.236419,-0.457594,0.299453
1235647063.097387,2.276003,-0.444721,0.321621
1235647063.161929,2.312468,-0.431474,0.343817
1235647063.228989,2.348155,-0.418327,0.363676
1235647063.296414,2.382914,-0.406087,0.381680
1235647063.363371,2.415996,-0.393129,0.400799
1235647063.428870,2.449353,-0.377892,0.420839
1235647063.495872,2.484407,-0.359782,0.441517
1235647063.562854,2.520057,-0.340514,0.462190
1235647063.628829,2.556041,-0.322723,0.482390
1235647063.695887,2.591672,-0.304607,0.502456
1235647063.762809,2.627654,-0.285319,0.522669
1235647063.829817,2.661908,-0.265278,0.544295
1235647063.895768,2.695826,-0.244571,0.565957
1235647063.962884,2.728882,-0.221871,0.586626
1235647064.030178,2.762274,-0.197367,0.606833
1235647064.095723,2.792539,-0.175745,0.625170
1235647064.162720,2.821881,-0.153146,0.642788
1235647064.229705,2.849565,-0.129395,0.662330
1235647064.297158,2.876250,-0.106546,0.684758
1235647064.362726,2.904640,-0.084316,0.705876
1235647064.497193,2.969039,-0.034743,0.734027
1235647064.629885,3.031816,0.018362,0.760019
1235647064.764013,3.087395,0.072109,0.779702
1235647065.096513,3.235126,0.235138,0.758177
1235647065.430440,3.391345,0.360699,0.768246
1235647065.764788,3.543315,0.526866,0.781553
1235647066.030391,3.658976,0.632871,0.755561
1235647066.164717,3.713886,0.687838,0.725135
1235647066.231818,3.742589,0.714277,0.702228
1235647066.297246,3.770718,0.740446,0.674953
1235647066.364297,3.798263,0.769700,0.645094
1235647066.431703,3.824807,0.796601,0.615043
1235647066.498690,3.853055,0.819322,0.587392
1235647066.564186,3.882817,0.840620,0.562521
1235647066.631174,3.917551,0.860006,0.539566
1235647066.698610,3.953822,0.878288,0.517701
1235647066.765138,3.988330,0.897673,0.497677
1235647066.898111,4.058422,0.938077,0.464642
1235647067.032088,4.132484,0.970916,0.437174
1235647067.098068,4.169260,0.985213,0.419515
1235647067.165052,4.205677,1.000585,0.398514
1235647067.232495,4.240018,1.017271,0.378930
