1235603345.914897, 0.413050, 0.060414, 0.095545
1235603345.995325, 0.459332, 0.065267, 0.111910
1235603346.156179, 0.548992, 0.077580, 0.152664
1235603346.236615, 0.594040, 0.085152, 0.176770
1235603346.317052, 0.604901, 0.101072, 0.221169
1235603346.558287, 0.737609, 0.137003, 0.298951
1235603346.638934, 0.780733, 0.151495, 0.324842
1235603346.719435, 0.822907, 0.165756, 0.350177
1235603346.799867, 0.866000, 0.182517, 0.381030
1235603346.880298, 0.906430, 0.199438, 0.413738
1235603346.960731, 0.946796, 0.218117, 0.446652
1235603347.041221, 0.991498, 0.245621, 0.502693
1235603347.282613, 1.102669, 0.315169, 0.606731
1235603347.363042, 1.137480, 0.340199, 0.645007
1235603347.443472, 1.170940, 0.367369, 0.682686
1235603347.604165, 1.235778, 0.424980, 0.759178
1235603347.684228, 1.266248, 0.454955, 0.796427
1235603347.764268, 1.296000, 0.486298, 0.833106
1235603347.925126, 1.364370, 0.498964, 0.906310
1235603348.165750, 1.438850, 0.606678, 1.017153
1235603348.246181, 1.460506, 0.643812, 1.053523
1235603348.326399, 1.480564, 0.680915, 1.089776
1235603348.487345, 1.517374, 0.759642, 1.166501
1235603348.567769, 1.534398, 0.800222, 1.203358
1235603348.648209, 1.548622, 0.841051, 1.240848
1235603348.728234, 1.570771, 0.820144, 1.255517
1235603348.889528, 1.595982, 0.907514, 1.312348
1235603348.969842, 1.607080, 0.951545, 1.338127
1235603349.049876, 1.616436, 0.996733, 1.362813
1235603349.129885, 1.625378, 1.040667, 1.386706
1235603349.210312, 1.633357, 1.087795, 1.411019
1235603349.371226, 1.645544, 1.178972, 1.460292
1235603349.451825, 1.649746, 1.222411, 1.483462
1235603349.532274, 1.653229, 1.268018, 1.506178
1235603349.693215, 1.660330, 1.327833, 1.527480
1235603350.015044, 1.667815, 1.533540, 1.534028
1235603350.256603, 1.673081, 1.686751, 1.537111
1235603350.337085, 1.681262, 1.731570, 1.537104
1235603350.739283, 1.699144, 1.977398, 1.547105
1235603350.900293, 1.701794, 2.080289, 1.553934
1235603351.027648, 1.703266, 2.160947, 1.556888
1235603351.191938, 1.719537, 2.260243, 1.567799
1235603351.513032, 1.720119, 2.464494, 1.574017
1235603351.677741, 1.719523, 2.569280, 1.580861
1235603351.757959, 1.718775, 2.620756, 1.583731
1235603351.838017, 1.743184, 2.665264, 1.567682
1235603351.998872, 1.743107, 2.767623, 1.572392
1235603352.079300, 1.743432, 2.818423, 1.574205
1235603352.159728, 1.742511, 2.870288, 1.576060
1235603352.401070, 1.741221, 3.023657, 1.581598
1235603352.481496, 1.741899, 3.074591, 1.584253
1235603352.722812, 1.743612, 3.228490, 1.596290
1235603352.803320, 1.742240, 3.280006, 1.598208
1235603352.964199, 1.739149, 3.382315, 1.603290
1235603353.125153, 1.736057, 3.484651, 1.606633
1235603353.205659, 1.736001, 3.542094, 1.614674
1235603353.447338, 1.728478, 3.696423, 1.620487
1235603353.527768, 1.726040, 3.747331, 1.623104
1235603353.608192, 1.723603, 3.798223, 1.625487
1235603353.930005, 1.724267, 4.006303, 1.627129
1235603354.171150, 1.714512, 4.159763, 1.634673
1235603354.251795, 1.711410, 4.210520, 1.636266
1235603354.332090, 1.708233, 4.261806, 1.638386
1235603354.493131, 1.700726, 4.364071, 1.643266
1235603354.573681, 1.697327, 4.415822, 1.644918
1235603354.975405, 1.677275, 4.695747, 1.652406
1235603355.136252, 1.668300, 4.798867, 1.656406
1235603355.216676, 1.664117, 4.850049, 1.658406
1235603355.297189, 1.660887, 4.927061, 1.643531
1235603355.553157, 1.648261, 5.089690, 1.651771
1235603355.633578, 1.643925, 5.140938, 1.654247
1235603355.879025, 1.630278, 5.297043, 1.660389
1235603355.959634, 1.622989, 5.364377, 1.686168
1235603356.281611, 1.596870, 5.570002, 1.696007
1235603356.442615, 1.583748, 5.671615, 1.700182
1235603356.523037, 1.577216, 5.722309, 1.703969
