1223739331.176094, $GPGGA,153432.40,4530.34796108,N,00909.98412967,E,2,6,2.5,120.343,M,48.022,M,1.4,0000*7
1223739331.187073, $GPGST,153432.40,11.865,6.697,1.949,303.0,5.716,3.996,7.664*6
1223739331.377020, $GPGGA,153432.60,4530.34795948,N,00909.98412603,E,2,6,2.5,120.339,M,48.022,M,0.6,0000*7
1223739331.387000, $GPGST,153432.60,11.865,6.697,1.949,303.0,5.716,3.996,7.664*6
1223739331.576950, $GPGGA,153432.80,4530.34795183,N,00909.98412244,E,2,6,2.5,120.363,M,48.022,M,0.8,0000*7
1223739331.586930, $GPGST,153432.80,11.865,6.697,1.949,303.0,5.716,3.996,7.664*6
1223739331.780879, $GPGGA,153433.00,4530.34855822,N,00909.98467401,E,2,6,2.5,119.537,M,48.022,M,1.0,0000*7
1223739331.791857, $GPGST,153433.00,11.591,6.904,2.035,303.0,5.895,4.130,7.977*6
1223739331.980807, $GPGGA,153433.20,4530.34887151,N,00909.98495725,E,2,6,2.5,119.152,M,48.022,M,1.2,0000*7
1223739331.990787, $GPGST,153433.20,11.445,6.996,2.078,303.0,5.975,4.192,8.130*6
1223739332.176739, $GPGGA,153433.40,4530.34887005,N,00909.98495385,E,2,6,2.5,119.151,M,48.022,M,1.4,0000*7
1223739332.187718, $GPGST,153433.40,11.445,6.996,2.078,303.0,5.975,4.192,8.130*6
1223739332.376668, $GPGGA,153433.60,4530.34887403,N,00909.98497894,E,2,6,2.5,119.112,M,48.022,M,0.6,0000*7
1223739332.387648, $GPGST,153433.60,11.445,6.996,2.078,303.0,5.975,4.192,8.130*6
1223739332.576598, $GPGGA,153433.80,4530.34886985,N,00909.98500209,E,2,6,2.5,119.101,M,48.022,M,0.8,0000*7
1223739332.587577, $GPGST,153433.80,11.445,6.996,2.078,303.0,5.975,4.192,8.130*6
1223739332.781526, $GPGGA,153434.00,4530.34843030,N,00909.98464887,E,2,6,2.5,119.600,M,48.022,M,1.0,0000*7
1223739332.792505, $GPGST,153434.00,11.928,6.975,2.048,303.0,5.955,4.169,8.036*6
1223739332.977459, $GPGGA,153434.20,4530.34842798,N,00909.98465911,E,2,6,2.5,119.589,M,48.022,M,1.2,0000*7
1223739332.987452, $GPGST,153434.20,11.928,6.975,2.048,303.0,5.955,4.169,8.036*6
1223739333.177389, $GPGGA,153434.40,4530.34841873,N,00909.98466771,E,2,6,2.5,119.593,M,48.022,M,1.4,0000*7
1223739333.187368, $GPGST,153434.40,11.928,6.975,2.048,303.0,5.955,4.169,8.036*6
1223739333.377316, $GPGGA,153434.60,4530.34841985,N,00909.98468166,E,2,6,2.5,119.576,M,48.022,M,0.6,0000*7
1223739333.388297, $GPGST,153434.60,11.928,6.975,2.048,303.0,5.955,4.169,8.036*6
1223739333.577272, $GPGGA,153434.80,4530.34842194,N,00909.98469889,E,2,6,2.5,119.554,M,48.022,M,0.8,0000*7
1223739333.588234, $GPGST,153434.80,11.928,6.975,2.048,303.0,5.955,4.169,8.036*6
1223739333.781176, $GPGGA,153435.00,4530.34047307,N,00909.97755377,E,2,5,3.3,129.678,M,48.022,M,1.0,0000*7
1223739333.791179, $GPGST,153435.00,0.145,0.166,0.042,302.8,0.141,0.096,0.172*5
1223739333.982535, $GPGGA,153435.20,4530.34045687,N,00909.97755712,E,2,5,3.3,129.689,M,48.022,M,1.2,0000*7
1223739333.990087, $GPGST,153435.20,0.152,0.165,0.042,302.8,0.141,0.096,0.171*5
1223739334.177036, $GPGGA,153435.40,4530.34045643,N,00909.97756594,E,2,5,3.3,129.689,M,48.022,M,1.4,0000*7
1223739334.187015, $GPGST,153435.40,0.152,0.165,0.042,302.8,0.141,0.096,0.171*5
1223739334.376965, $GPGGA,153435.60,4530.34044649,N,00909.97756442,E,2,5,3.3,129.695,M,48.022,M,0.6,0000*7
1223739334.386945, $GPGST,153435.60,0.152,0.165,0.042,302.8,0.141,0.096,0.171*5
1223739334.576894, $GPGGA,153435.80,4530.34044193,N,00909.97756621,E,2,5,3.3,129.700,M,48.022,M,0.8,0000*7
1223739334.586875, $GPGST,153435.80,0.152,0.165,0.042,302.8,0.141,0.096,0.171*5
1223739334.780821, $GPGGA,153436.00,4530.34045397,N,00909.97756129,E,2,5,3.3,129.683,M,48.022,M,1.0,0000*7
1223739334.790803, $GPGST,153436.00,0.162,0.175,0.044,302.8,0.149,0.102,0.182*5
1223739334.976754, $GPGGA,153436.20,4530.34045525,N,00909.97755710,E,2,5,3.3,129.683,M,48.022,M,1.2,0000*7
1223739334.986746, $GPGST,153436.20,0.162,0.175,0.044,302.8,0.149,0.102,0.182*5
1223739335.177683, $GPGGA,153436.40,4530.34045525,N,00909.97756105,E,2,5,3.3,129.682,M,48.022,M,1.4,0000*7
1223739335.187663, $GPGST,153436.40,0.162,0.175,0.044,302.8,0.149,0.102,0.182*5
1223739335.376622, $GPGGA,153436.60,4530.34045864,N,00909.97756160,E,2,5,3.3,129.677,M,48.022,M,0.6,0000*7
1223739335.386594, $GPGST,153436.60,0.162,0.175,0.044,302.8,0.149,0.102,0.182*5
1223739335.577541, $GPGGA,153436.80,4530.34045578,N,00909.97756133,E,2,5,3.3,129.676,M,48.022,M,0.8,0000*7
1223739335.586523, $GPGST,153436.80,0.162,0.175,0.044,302.8,0.149,0.102,0.182*5
1223739335.781616, $GPGGA,153437.00,4530.34045791,N,00909.97754818,E,2,5,3.3,129.640,M,48.022,M,1.0,0000*7
1223739335.790471, $GPGST,153437.00,0.153,0.165,0.042,302.9,0.141,0.096,0.171*5
1223739335.980401, $GPGGA,153437.20,4530.34045577,N,00909.97754530,E,2,5,3.3,129.640,M,48.022,M,1.2,0000*7
1223739335.990383, $GPGST,153437.20,0.155,0.167,0.042,302.8,0.142,0.097,0.173*5
1223739336.177332, $GPGGA,153437.40,4530.34046474,N,00909.97755168,E,2,5,3.3,129.620,M,48.022,M,1.4,0000*7
1223739336.186311, $GPGST,153437.40,0.155,0.167,0.042,302.8,0.142,0.097,0.173*5
1223739336.377261, $GPGGA,153437.60,4530.34045851,N,00909.97754797,E,2,5,3.3,129.631,M,48.022,M,0.6,0000*7
1223739336.387241, $GPGST,153437.60,0.155,0.167,0.042,302.8,0.142,0.097,0.173*5
1223739336.577190, $GPGGA,153437.80,4530.34046242,N,00909.97754807,E,2,5,3.3,129.620,M,48.022,M,0.8,0000*7
