1223730643.006920, $GPGST,130946.20,4.181,2.512,1.036,271.6,2.511,1.038,3.189*5
1223730643.196841, $GPGGA,130946.40,4530.37198203,N,00910.00040753,E,2,6,2.0,153.807,M,48.022,M,1.4,0000*7
1223730643.206822, $GPGST,130946.40,4.181,2.512,1.036,271.6,2.511,1.038,3.189*5
1223730643.396769, $GPGGA,130946.60,4530.37197628,N,00910.00041133,E,2,6,2.0,153.799,M,48.022,M,0.6,0000*7
1223730643.406749, $GPGST,130946.60,4.181,2.512,1.036,271.6,2.511,1.038,3.189*5
1223730643.596697, $GPGGA,130946.80,4530.37198249,N,00910.00041207,E,2,6,2.0,153.810,M,48.022,M,0.8,0000*7
1223730643.606678, $GPGST,130946.80,4.181,2.512,1.036,271.6,2.511,1.038,3.189*5
1223730643.801629, $GPGGA,130947.00,4530.37198622,N,00910.00039072,E,2,6,2.0,153.801,M,48.022,M,1.0,0000*7
1223730643.811684, $GPGST,130947.00,4.170,2.511,1.033,271.7,2.510,1.036,3.187*5
1223730643.997559, $GPGGA,130947.20,4530.37198592,N,00910.00038996,E,2,6,2.0,153.805,M,48.022,M,1.2,0000*7
1223730644.006536, $GPGST,130947.20,4.170,2.511,1.033,271.7,2.510,1.036,3.187*5
1223730644.201483, $GPGGA,130947.40,4530.37198300,N,00910.00036506,E,2,6,2.0,153.796,M,48.022,M,1.4,0000*7
1223730644.211508, $GPGST,130947.40,4.175,2.514,1.035,271.7,2.513,1.037,3.191*5
1223730644.400413, $GPGGA,130947.60,4530.36959037,N,00909.99637678,E,2,5,2.3,141.139,M,48.022,M,0.6,0000*7
1223730644.410459, $GPGST,130947.60,0.226,0.156,0.082,285.1,0.152,0.089,0.245*5
1223730644.597343, $GPGGA,130947.80,4530.36958939,N,00909.99635384,E,2,5,2.3,141.100,M,48.022,M,0.8,0000*7
1223730644.606323, $GPGST,130947.80,0.226,0.156,0.082,285.1,0.152,0.089,0.245*5
1223730644.801271, $GPGGA,130948.00,4530.36957740,N,00909.99632217,E,2,5,2.3,141.047,M,48.022,M,1.0,0000*7
1223730644.811253, $GPGST,130948.00,0.225,0.156,0.082,285.1,0.152,0.089,0.245*5
1223730645.000200, $GPGGA,130948.20,4530.36962876,N,00909.99630274,E,2,4,3.3,140.873,M,48.022,M,1.2,0000*7
1223730645.010180, $GPGST,130948.20,0.000,0.938,0.312,287.5,0.900,0.410,0.961*5
1223730645.197134, $GPGGA,130948.40,4530.36961907,N,00909.99627292,E,2,4,3.3,140.876,M,48.022,M,1.4,0000*7
1223730645.206113, $GPGST,130948.40,0.000,0.938,0.312,287.5,0.900,0.410,0.961*5
1223730645.397058, $GPGGA,130948.60,4530.36960912,N,00909.99622919,E,2,4,3.3,140.874,M,48.022,M,0.6,0000*7
1223730645.407040, $GPGST,130948.60,0.000,0.938,0.312,287.5,0.900,0.410,0.961*5
1223730645.596989, $GPGGA,130948.80,4530.36959448,N,00909.99620049,E,2,4,3.3,140.875,M,48.022,M,0.8,0000*7
1223730645.606969, $GPGST,130948.80,0.000,0.938,0.312,287.5,0.900,0.410,0.961*5
1223730645.801916, $GPGGA,130949.00,4530.36960186,N,00909.99617422,E,2,4,3.3,140.926,M,48.022,M,1.0,0000*7
1223730645.810898, $GPGST,130949.00,0.000,0.938,0.312,287.5,0.899,0.410,0.961*5
1223730645.996847, $GPGGA,130949.20,4530.36959053,N,00909.99611473,E,2,4,3.3,140.926,M,48.022,M,1.2,0000*7
1223730646.006827, $GPGST,130949.20,0.000,0.938,0.312,287.5,0.899,0.410,0.961*5
1223730646.200775, $GPGGA,130949.40,4530.36958018,N,00909.99608696,E,2,4,3.3,140.925,M,48.022,M,1.4,0000*7
1223730646.209755, $GPGST,130949.40,0.000,0.938,0.312,287.5,0.899,0.410,0.961*5
1223730646.397703, $GPGGA,130949.60,4530.36957093,N,00909.99606009,E,2,4,3.3,140.925,M,48.022,M,0.6,0000*7
1223730646.406686, $GPGST,130949.60,0.000,0.938,0.312,287.5,0.899,0.410,0.961*5
1223730646.597636, $GPGGA,130949.80,4530.36954612,N,00909.99600716,E,2,4,3.3,140.924,M,48.022,M,0.8,0000*7
1223730646.606615, $GPGST,130949.80,0.000,0.938,0.312,287.5,0.899,0.410,0.961*5
1223730646.801563, $GPGGA,130950.00,4530.36954079,N,00909.99594832,E,2,4,3.3,140.923,M,48.022,M,1.0,0000*7
1223730646.811565, $GPGST,130950.00,0.000,0.939,0.312,287.5,0.901,0.410,0.961*5
1223730646.997494, $GPGGA,130950.20,4530.36953812,N,00909.99591052,E,2,4,3.3,140.924,M,48.022,M,1.2,0000*7
1223730647.006488, $GPGST,130950.20,0.000,0.939,0.312,287.5,0.901,0.410,0.961*5
1223730647.197423, $GPGGA,130950.40,4530.36951609,N,00909.99585844,E,2,4,3.3,140.924,M,48.022,M,1.4,0000*7
1223730647.207403, $GPGST,130950.40,0.000,0.939,0.312,287.5,0.901,0.410,0.961*5
1223730647.397351, $GPGGA,130950.60,4530.36950342,N,00909.99581513,E,2,4,3.3,140.922,M,48.022,M,0.6,0000*7
1223730647.407333, $GPGST,130950.60,0.000,0.939,0.312,287.5,0.901,0.410,0.961*5
1223730647.597282, $GPGGA,130950.80,4530.36949612,N,00909.99577128,E,2,4,3.3,140.922,M,48.022,M,0.8,0000*7
1223730647.607262, $GPGST,130950.80,0.000,0.939,0.312,287.5,0.901,0.410,0.961*5
1223730647.802212, $GPGGA,130951.00,4530.36948185,N,00909.99573154,E,2,4,3.3,140.923,M,48.022,M,1.0,0000*7
1223730647.811200, $GPGST,130951.00,0.000,0.940,0.312,287.4,0.902,0.410,0.960*5
1223730647.997142, $GPGGA,130951.20,4530.36947298,N,00909.99570205,E,2,4,3.3,140.925,M,48.022,M,1.2,0000*7
1223730648.007143, $GPGST,130951.20,0.000,0.940,0.312,287.4,0.902,0.410,0.960*5
1223730648.201070, $GPGGA,130951.40,4530.36946065,N,00909.99565340,E,2,4,3.3,140.921,M,48.022,M,1.4,0000*7
1223730648.210050, $GPGST,130951.40,0.000,0.940,0.313,287.4,0.902,0.410,0.960*5
1223730648.396999, $GPGGA,130951.60,4530.36945054,N,00909.99560459,E,2,4,3.3,140.923,M,48.022,M,0.6,0000*7
1223730648.406982, $GPGST,130951.60,0.000,0.940,0.313,287.4,0.902,0.410,0.960*5
1223730648.597929, $GPGGA,130951.80,4530.36945022,N,00909.99557085,E,2,4,3.3,140.924,M,48.022,M,0.8,0000*7
1223730648.606909, $GPGST,130951.80,0.000,0.940,0.313,287.4,0.902,0.410,0.960*5
1223730648.801857, $GPGGA,130952.00,4530.36940017,N,00909.99550462,E,2,4,3.3,140.925,M,48.022,M,1.0,0000*7
1223730648.811846, $GPGST,130952.00,0.000,0.939,0.312,287.4,0.901,0.410,0.960*5
1223730648.997788, $GPGGA,130952.20,4530.36939127,N,00909.99547005,E,2,4,3.3,140.925,M,48.022,M,1.2,0000*7
1223730649.007768, $GPGST,130952.20,0.000,0.939,0.312,287.4,0.901,0.410,0.960*5
1223730649.197717, $GPGGA,130952.40,4530.36937736,N,00909.99541411,E,2,4,3.3,140.925,M,48.022,M,1.4,0000*7
1223730649.207697, $GPGST,130952.40,0.000,0.939,0.312,287.4,0.901,0.410,0.960*5
1223730649.397647, $GPGGA,130952.60,4530.36935740,N,00909.99536524,E,2,4,3.3,140.924,M,48.022,M,0.6,0000*7
1223730649.407629, $GPGST,130952.60,0.000,0.939,0.312,287.4,0.901,0.410,0.960*5
1223730649.597576, $GPGGA,130952.80,4530.36934894,N,00909.99531195,E,2,4,3.3,140.925,M,48.022,M,0.8,0000*7
1223730649.607556, $GPGST,130952.80,0.000,0.939,0.312,287.4,0.901,0.410,0.960*5
1223730649.802504, $GPGGA,130953.00,4530.36932654,N,00909.99525165,E,2,4,3.3,140.925,M,48.022,M,1.0,0000*7
1223730649.811484, $GPGST,130953.00,0.000,0.938,0.312,287.5,0.900,0.410,0.961*5
1223730649.997438, $GPGGA,130953.20,4530.36932205,N,00909.99521325,E,2,4,3.3,140.925,M,48.022,M,1.2,0000*7
1223730650.007418, $GPGST,130953.20,0.000,0.938,0.312,287.5,0.900,0.410,0.961*5
1223730650.200375, $GPGGA,130953.40,4530.36929898,N,00909.99513879,E,2,4,3.3,140.929,M,48.022,M,1.4,0000*7
1223730650.210344, $GPGST,130953.40,0.000,0.938,0.312,287.4,0.900,0.410,0.961*5
1223730650.397294, $GPGGA,130953.60,4530.36926782,N,00909.99507412,E,2,4,3.3,140.926,M,48.022,M,0.6,0000*7
1223730650.407274, $GPGST,130953.60,0.000,0.938,0.312,287.4,0.900,0.410,0.961*5
1223730650.598224, $GPGGA,130953.80,4530.36926372,N,00909.99501110,E,2,4,3.3,140.929,M,48.022,M,0.8,0000*7
1223730650.608203, $GPGST,130953.80,0.000,0.938,0.312,287.4,0.900,0.410,0.961*5
1223730650.803151, $GPGGA,130954.00,4530.36923492,N,00909.99494749,E,2,4,3.3,140.925,M,48.022,M,1.0,0000*7
