1235673409.072187,-0.045548,-5.759639,-1.552070,0.000010,-0.000000,-0.000002,-0.000000,0.000008,-0.000000,-0.000002,-0.000000,0.000015
1235673409.094176,-0.045383,-5.764643,-1.555056,0.000010,-0.000000,-0.000002,-0.000000,0.000008,-0.000000,-0.000002,-0.000000,0.000015
1235673409.116673,-0.046182,-5.770692,-1.557963,0.000010,-0.000000,-0.000002,-0.000000,0.000007,0.000000,-0.000002,0.000000,0.000015
1235673409.138185,-0.045945,-5.777727,-1.561029,0.000010,-0.000000,-0.000002,-0.000000,0.000007,0.000000,-0.000002,0.000000,0.000015
1235673409.159170,-0.045710,-5.784764,-1.564034,0.000010,-0.000000,-0.000002,-0.000000,0.000007,0.000000,-0.000002,0.000000,0.000015
1235673409.181157,-0.045409,-5.793839,-1.567043,0.000010,-0.000000,-0.000002,-0.000000,0.000007,-0.000000,-0.000002,-0.000000,0.000015
1235673409.203151,-0.045081,-5.803948,-1.570072,0.000009,-0.000000,-0.000002,-0.000000,0.000007,-0.000000,-0.000002,-0.000000,0.000014
1235673409.224147,-0.045728,-5.815143,-1.571076,0.000009,-0.000000,-0.000002,-0.000000,0.000007,0.000000,-0.000002,0.000000,0.000014
1235673409.245155,-0.045358,-5.827379,-1.571234,0.000009,-0.000000,-0.000002,-0.000000,0.000007,-0.000000,-0.000002,-0.000000,0.000014
1235673409.266146,-0.045979,-5.839684,-1.573249,0.000009,-0.000000,-0.000002,-0.000000,0.000006,0.000000,-0.000002,0.000000,0.000014
1235673409.288132,-0.045584,-5.853016,-1.571422,0.000009,-0.000000,-0.000002,-0.000000,0.000006,0.000000,-0.000002,0.000000,0.000013
1235673409.310146,-0.045224,-5.865323,-1.569524,0.000008,-0.000000,-0.000002,-0.000000,0.000006,0.000000,-0.000002,0.000000,0.000013
1235673409.331125,-0.045872,-5.877705,-1.568591,0.000008,-0.000000,-0.000002,-0.000000,0.000006,0.000000,-0.000002,0.000000,0.000013
1235673409.353122,-0.045493,-5.891136,-1.569789,0.000008,-0.000000,-0.000001,-0.000000,0.000006,0.000000,-0.000001,0.000000,0.000013
1235673409.375133,-0.046107,-5.904591,-1.571852,0.000008,-0.000000,-0.000001,-0.000000,0.000006,0.000000,-0.000001,0.000000,0.000012
1235673409.396619,-0.045711,-5.919088,-1.575037,0.000008,-0.000000,-0.000001,-0.000000,0.000006,0.000000,-0.000001,0.000000,0.000012
1235673409.417116,-0.046339,-5.932567,-1.578088,0.000007,-0.000000,-0.000001,-0.000000,0.000006,0.000000,-0.000001,0.000000,0.000012
1235673409.438100,-0.045965,-5.946038,-1.581234,0.000007,-0.000000,-0.000001,-0.000000,0.000006,0.000000,-0.000001,0.000000,0.000012
1235673409.458104,-0.046550,-5.960656,-1.583278,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000012
1235673409.479104,-0.046177,-5.974161,-1.587400,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000011
1235673409.500088,-0.046804,-5.987711,-1.590436,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000011
1235673409.521080,-0.047404,-6.002297,-1.593526,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000011
1235673409.542096,-0.048026,-6.015785,-1.596582,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000011
1235673409.563070,-0.047662,-6.029221,-1.599669,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000011
1235673409.584095,-0.048301,-6.042687,-1.603684,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000011
1235673409.605083,-0.048931,-6.056148,-1.606719,0.000007,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000010
1235673409.625066,-0.049559,-6.069577,-1.610752,0.000006,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000010
1235673409.646062,-0.050196,-6.082982,-1.613793,0.000006,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000010
1235673409.667059,-0.050846,-6.096379,-1.616848,0.000006,-0.000000,-0.000001,-0.000000,0.000005,0.000000,-0.000001,0.000000,0.000010
1235673409.688043,-0.051484,-6.109755,-1.618887,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235673409.709049,-0.052122,-6.123099,-1.621927,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235673409.730036,-0.052790,-6.135373,-1.624958,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235673409.751054,-0.053449,-6.148665,-1.628008,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235673409.772023,-0.054098,-6.161945,-1.630044,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235673409.792031,-0.055751,-6.175211,-1.633074,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235673409.813026,-0.056439,-6.187391,-1.636123,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.834016,-0.057121,-6.200569,-1.639189,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.855026,-0.057825,-6.213743,-1.642262,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.876446,-0.059540,-6.225910,-1.645295,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.897000,-0.060243,-6.239065,-1.648342,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.917994,-0.060971,-6.251172,-1.650368,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.938992,-0.062680,-6.264301,-1.653400,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.959982,-0.063380,-6.277384,-1.656420,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673409.980981,-0.065096,-6.289492,-1.659417,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.001982,-0.065811,-6.302556,-1.662448,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.021971,-0.067549,-6.315630,-1.665485,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.042969,-0.069294,-6.327691,-1.668502,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.063984,-0.070031,-6.340723,-1.670532,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.085442,-0.071785,-6.352804,-1.673545,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.106952,-0.073556,-6.365883,-1.676602,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.127953,-0.074329,-6.377917,-1.679638,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.148964,-0.076104,-6.389982,-1.682677,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235673410.168957,-0.077884,-6.403062,-1.685731,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.189933,-0.079660,-6.415163,-1.688750,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.210941,-0.081434,-6.427253,-1.691766,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.231938,-0.083207,-6.440347,-1.694792,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.252931,-0.083995,-6.452414,-1.697804,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.273913,-0.085788,-6.464539,-1.699819,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.294917,-0.088582,-6.477745,-1.703835,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.315917,-0.090360,-6.490910,-1.705833,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.336901,-0.092139,-6.503057,-1.709817,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.357915,-0.093913,-6.516227,-1.712806,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
1235673410.378899,-0.095684,-6.529416,-1.715777,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000008
