1223309581.123667, $GPGGA,143516.80,4530.37118644,N,00909.99763524,E,2,6,1.7,131.984,M,48.022,M,0.8,0000*7
1223309581.133660, $GPGST,143516.80,0.504,0.238,0.147,54.6,0.212,0.183,0.585*6
1223309581.328644, $GPGGA,143517.00,4530.37118842,N,00909.99764085,E,2,6,1.7,131.996,M,48.022,M,1.0,0000*7
1223309581.337713, $GPGST,143517.00,0.506,0.239,0.147,54.6,0.212,0.183,0.586*6
1223309581.523527, $GPGGA,143517.20,4530.37118762,N,00909.99764050,E,2,6,1.7,131.987,M,48.022,M,1.2,0000*7
1223309581.533505, $GPGST,143517.20,0.506,0.239,0.147,54.6,0.212,0.183,0.586*6
1223309581.723456, $GPGGA,143517.40,4530.37118831,N,00909.99763996,E,2,6,1.7,131.989,M,48.022,M,1.4,0000*7
1223309581.733436, $GPGST,143517.40,0.506,0.239,0.147,54.6,0.212,0.183,0.586*6
1223309581.923404, $GPGGA,143517.60,4530.37118810,N,00909.99764276,E,2,6,1.7,131.980,M,48.022,M,0.6,0000*7
1223309581.933365, $GPGST,143517.60,0.506,0.239,0.147,54.6,0.212,0.183,0.586*6
1223309582.124311, $GPGGA,143517.80,4530.37118799,N,00909.99764003,E,2,6,1.7,131.995,M,48.022,M,0.8,0000*7
1223309582.133292, $GPGST,143517.80,0.506,0.239,0.147,54.6,0.212,0.183,0.586*6
1223309582.328242, $GPGGA,143518.00,4530.37117999,N,00909.99763448,E,2,6,1.7,131.944,M,48.022,M,1.0,0000*7
1223309582.338317, $GPGST,143518.00,0.507,0.239,0.147,54.6,0.213,0.183,0.593*6
1223309582.528173, $GPGGA,143518.20,4530.37117112,N,00909.99759093,E,2,6,1.7,131.957,M,48.022,M,1.2,0000*7
1223309582.538280, $GPGST,143518.20,0.504,0.238,0.147,54.6,0.211,0.182,0.589*6
1223309582.724099, $GPGGA,143518.40,4530.37115776,N,00909.99755422,E,2,6,1.7,131.950,M,48.022,M,1.4,0000*7
1223309582.734081, $GPGST,143518.40,0.504,0.238,0.147,54.6,0.211,0.182,0.589*6
1223309582.924028, $GPGGA,143518.60,4530.37114841,N,00909.99752544,E,2,6,1.7,131.952,M,48.022,M,0.6,0000*7
1223309582.934011, $GPGST,143518.60,0.504,0.238,0.147,54.6,0.211,0.182,0.589*6
1223309583.123958, $GPGGA,143518.80,4530.37113544,N,00909.99748208,E,2,6,1.7,131.962,M,48.022,M,0.8,0000*7
1223309583.134005, $GPGST,143518.80,0.504,0.238,0.147,54.6,0.211,0.182,0.589*6
1223309583.328885, $GPGGA,143519.00,4530.37114941,N,00909.99743909,E,2,6,1.7,132.006,M,48.022,M,1.0,0000*7
1223309583.338956, $GPGST,143519.00,0.501,0.236,0.146,54.6,0.210,0.181,0.578*6
1223309583.523873, $GPGGA,143519.20,4530.37113073,N,00909.99740401,E,2,6,1.7,131.995,M,48.022,M,1.2,0000*7
1223309583.533815, $GPGST,143519.20,0.501,0.236,0.146,54.6,0.210,0.181,0.578*6
1223309583.724747, $GPGGA,143519.40,4530.37111234,N,00909.99735065,E,2,6,1.7,132.000,M,48.022,M,1.4,0000*7
1223309583.733728, $GPGST,143519.40,0.501,0.236,0.146,54.6,0.210,0.181,0.578*6
1223309583.924677, $GPGGA,143519.60,4530.37110346,N,00909.99727914,E,2,6,1.7,132.016,M,48.022,M,0.6,0000*7
1223309583.934738, $GPGST,143519.60,0.501,0.236,0.146,54.6,0.210,0.181,0.578*6
1223309584.124616, $GPGGA,143519.80,4530.37106905,N,00909.99720475,E,2,6,1.7,131.999,M,48.022,M,0.8,0000*7
1223309584.134591, $GPGST,143519.80,0.501,0.236,0.146,54.6,0.210,0.181,0.578*6
1223309584.329532, $GPGGA,143520.00,4530.37103730,N,00909.99713381,E,2,6,1.7,131.923,M,48.022,M,1.0,0000*7
1223309584.338593, $GPGST,143520.00,0.485,0.229,0.141,54.6,0.204,0.176,0.559*6
1223309584.528459, $GPGGA,143520.20,4530.37100834,N,00909.99704111,E,2,6,1.7,131.864,M,48.022,M,1.2,0000*7
1223309584.538548, $GPGST,143520.20,0.481,0.227,0.140,54.6,0.202,0.174,0.555*6
1223309584.724391, $GPGGA,143520.40,4530.37098119,N,00909.99692497,E,2,6,1.7,131.906,M,48.022,M,1.4,0000*7
1223309584.734374, $GPGST,143520.40,0.481,0.227,0.140,54.6,0.202,0.174,0.555*6
1223309584.924321, $GPGGA,143520.60,4530.37094094,N,00909.99681242,E,2,6,1.7,131.892,M,48.022,M,0.6,0000*7
1223309584.934302, $GPGST,143520.60,0.481,0.227,0.140,54.6,0.202,0.174,0.555*6
1223309585.125253, $GPGGA,143520.80,4530.37089751,N,00909.99666793,E,2,6,1.7,131.867,M,48.022,M,0.8,0000*7
1223309585.134231, $GPGST,143520.80,0.481,0.227,0.140,54.6,0.202,0.174,0.555*6
1223309585.329181, $GPGGA,143521.00,4530.37086789,N,00909.99652547,E,2,6,1.7,131.831,M,48.022,M,1.0,0000*7
1223309585.339270, $GPGST,143521.00,0.478,0.226,0.140,54.6,0.201,0.173,0.551*6
1223309585.525107, $GPGGA,143521.20,4530.37083252,N,00909.99639622,E,2,6,1.7,131.741,M,48.022,M,1.2,0000*7
1223309585.534089, $GPGST,143521.20,0.478,0.226,0.140,54.6,0.201,0.173,0.551*6
1223309585.725038, $GPGGA,143521.40,4530.37079493,N,00909.99625599,E,2,6,1.7,131.794,M,48.022,M,1.4,0000*7
1223309585.735038, $GPGST,143521.40,0.478,0.226,0.140,54.6,0.201,0.173,0.551*6
1223309585.927967, $GPGGA,143521.60,4530.37073159,N,00909.99607882,E,2,5,1.5,131.136,M,48.022,M,0.6,0000*7
1223309585.938053, $GPGST,143521.60,0.565,0.248,0.160,65.2,0.235,0.179,0.641*6
1223309586.124897, $GPGGA,143521.80,4530.37068798,N,00909.99593307,E,2,5,1.5,131.142,M,48.022,M,0.8,0000*7
1223309586.134880, $GPGST,143521.80,0.565,0.248,0.160,65.2,0.235,0.179,0.641*6
1223309586.328825, $GPGGA,143522.00,4530.37066119,N,00909.99579899,E,2,5,1.5,131.108,M,48.022,M,1.0,0000*7
1223309586.338908, $GPGST,143522.00,0.550,0.241,0.156,65.3,0.229,0.174,0.624*6
1223309586.528754, $GPGGA,143522.20,4530.37063154,N,00909.99564938,E,2,5,1.5,131.110,M,48.022,M,1.2,0000*7
1223309586.538866, $GPGST,143522.20,0.544,0.239,0.154,65.3,0.226,0.172,0.618*6
1223309586.724686, $GPGGA,143522.40,4530.37059319,N,00909.99549351,E,2,5,1.5,131.096,M,48.022,M,1.4,0000*7
1223309586.734667, $GPGST,143522.40,0.544,0.239,0.154,65.3,0.226,0.172,0.618*6
1223309586.924619, $GPGGA,143522.60,4530.37057768,N,00909.99536302,E,2,5,1.5,131.105,M,48.022,M,0.6,0000*7
1223309586.934601, $GPGST,143522.60,0.544,0.239,0.154,65.3,0.226,0.172,0.618*6
1223309587.124548, $GPGGA,143522.80,4530.37053885,N,00909.99522197,E,2,5,1.5,131.090,M,48.022,M,0.8,0000*7
1223309587.134527, $GPGST,143522.80,0.544,0.239,0.154,65.3,0.226,0.172,0.618*6
1223309587.329476, $GPGGA,143523.00,4530.37051061,N,00909.99507176,E,2,5,1.5,131.122,M,48.022,M,1.0,0000*7
1223309587.339583, $GPGST,143523.00,0.550,0.241,0.156,65.3,0.229,0.174,0.625*6
1223309587.525407, $GPGGA,143523.20,4530.37047494,N,00909.99493988,E,2,5,1.5,131.110,M,48.022,M,1.2,0000*7
1223309587.534386, $GPGST,143523.20,0.550,0.241,0.156,65.3,0.229,0.174,0.625*6
1223309587.725337, $GPGGA,143523.40,4530.37045887,N,00909.99479028,E,2,5,1.5,131.108,M,48.022,M,1.4,0000*7
1223309587.735335, $GPGST,143523.40,0.550,0.241,0.156,65.3,0.229,0.174,0.625*6
1223309587.925266, $GPGGA,143523.60,4530.37043839,N,00909.99464625,E,2,5,1.5,131.115,M,48.022,M,0.6,0000*7
1223309587.935257, $GPGST,143523.60,0.550,0.241,0.156,65.3,0.229,0.174,0.625*6
1223309588.125193, $GPGGA,143523.80,4530.37041262,N,00909.99451320,E,2,5,1.5,131.126,M,48.022,M,0.8,0000*7
1223309588.135180, $GPGST,143523.80,0.550,0.241,0.156,65.3,0.229,0.174,0.625*6
1223309588.330124, $GPGGA,143524.00,4530.37039110,N,00909.99437011,E,2,5,1.5,131.112,M,48.022,M,1.0,0000*7
1223309588.339219, $GPGST,143524.00,0.544,0.239,0.154,65.2,0.226,0.172,0.618*6
1223309588.529075, $GPGGA,143524.20,4530.37036106,N,00909.99422181,E,2,5,1.5,131.118,M,48.022,M,1.2,0000*7
1223309588.539185, $GPGST,143524.20,0.542,0.238,0.153,65.3,0.225,0.171,0.615*6
1223309588.725983, $GPGGA,143524.40,4530.37033123,N,00909.99407713,E,2,5,1.5,131.120,M,48.022,M,1.4,0000*7
1223309588.734964, $GPGST,143524.40,0.542,0.238,0.153,65.3,0.225,0.171,0.615*6
1223309588.924913, $GPGGA,143524.60,4530.37031158,N,00909.99393295,E,2,5,1.5,131.118,M,48.022,M,0.6,0000*7
1223309588.934895, $GPGST,143524.60,0.542,0.238,0.153,65.3,0.225,0.171,0.615*6
1223309589.125840, $GPGGA,143524.80,4530.37029145,N,00909.99378443,E,2,5,1.5,131.115,M,48.022,M,0.8,0000*7
1223309589.134820, $GPGST,143524.80,0.542,0.238,0.153,65.3,0.225,0.171,0.615*6
1223309589.329768, $GPGGA,143525.00,4530.37024441,N,00909.99364227,E,2,5,1.5,131.100,M,48.022,M,1.0,0000*7
1223309589.339857, $GPGST,143525.00,0.558,0.245,0.158,65.3,0.232,0.176,0.633*6
1223309589.525699, $GPGGA,143525.20,4530.37022723,N,00909.99348119,E,2,5,1.5,131.104,M,48.022,M,1.2,0000*7
1223309589.535680, $GPGST,143525.20,0.558,0.245,0.158,65.3,0.232,0.176,0.633*6
1223309589.725627, $GPGGA,143525.40,4530.37020287,N,00909.99334648,E,2,5,1.5,131.106,M,48.022,M,1.4,0000*7
1223309589.735611, $GPGST,143525.40,0.558,0.245,0.158,65.3,0.232,0.176,0.633*6
1223309589.925598, $GPGGA,143525.60,4530.37017572,N,00909.99320196,E,2,5,1.5,131.103,M,48.022,M,0.6,0000*7
1223309589.935540, $GPGST,143525.60,0.558,0.245,0.158,65.3,0.232,0.176,0.633*6
1223309590.125487, $GPGGA,143525.80,4530.37015749,N,00909.99306742,E,2,5,1.5,131.115,M,48.022,M,0.8,0000*7
1223309590.135514, $GPGST,143525.80,0.558,0.245,0.158,65.3,0.232,0.176,0.633*6
1223309590.330415, $GPGGA,143526.00,4530.37012248,N,00909.99291831,E,2,5,1.5,131.125,M,48.022,M,1.0,0000*7
1223309590.339536, $GPGST,143526.00,0.533,0.234,0.151,65.3,0.222,0.169,0.605*6
1223309590.529345, $GPGGA,143526.20,4530.37009107,N,00909.99276823,E,2,5,1.5,131.113,M,48.022,M,1.2,0000*7
1223309590.539424, $GPGST,143526.20,0.538,0.236,0.152,65.3,0.223,0.170,0.610*6
